City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Name,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Corpus Christi,177,Brent Walters,1,90829,78415,Office Supplies,GBC VeloBinder Strips,Binders and Binder Accessories,-88.9525,Central,26129,90.68,Texas
Dallas,1106,Maxine Collier Grady,1,20261,75220,Office Supplies,GBC Wire Binding Strips,Binders and Binder Accessories,67.1075,Central,2807,992.01,Texas
Lancaster,1108,Dwight Bishop,1,86409,75146,Office Supplies,GBC Wire Binding Strips,Binders and Binder Accessories,67.1075,Central,20807,270.55,Texas
Houston,1630,Jimmy Han,1,50721,77095,Office Supplies,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,3793.703,Central,7106,9758.7,Texas
San Marcos,546,Pam Francis,1,86255,78666,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-103.2125,Central,21717,34.35,Texas
Houston,1999,Priscilla Kane,1,45924,77070,Office Supplies,Large Capacity Hanging Post Binders,Binders and Binder Accessories,-11.7645,Central,6449,54.88,Texas
Houston,2567,Dolores Vincent,1,16098,77070,Office Supplies,Large Capacity Hanging Post Binders,Binders and Binder Accessories,333.5315,Central,2226,1411.9,Texas
Sulphur Springs,951,Adam Barton,1,89085,75482,Office Supplies,Large Capacity Hanging Post Binders,Binders and Binder Accessories,146.1903,Central,24524,211.87,Texas
Weslaco,1357,Marguerite Yu,1,88187,78596,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,58.719,Central,18680,85.1,Texas
Dallas,667,Allison Kirby,1,48257,75203,Office Supplies,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders and Binder Accessories,-124.2805,Central,6776,221.06,Texas
Duncanville,1126,Arlene Lutz,1,87223,75116,Office Supplies,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,59.547,Central,21388,86.3,Texas
Leander,1247,Henry O'Connell,1,91556,78641,Office Supplies,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,162.8209,Central,23225,439.38,Texas
Lubbock,1367,James Hunter,1,90519,79424,Office Supplies,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,45.80786,Central,20538,162.84,Texas
Spring,664,Denise Chapman,1,90925,77373,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,-75.1295,Central,24268,33.46,Texas
Dallas,1106,Maxine Collier Grady,1,24519,75220,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,-60.72,Central,3435,208.73,Texas
Lancaster,1108,Dwight Bishop,1,86415,75146,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,-48.576,Central,21435,52.18,Texas
Lufkin,1368,Patsy Harmon,1,90514,75901,Office Supplies,Presstex Flexible Ring Binders,Binders and Binder Accessories,16.898,Central,26034,25.45,Texas
Lufkin,1368,Patsy Harmon,1,90515,75901,Office Supplies,Presstex Flexible Ring Binders,Binders and Binder Accessories,4.08,Central,21448,9.64,Texas
Farmers Branch,1133,Marjorie Owens,1,88108,75234,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-10.258,Central,24309,13.4,Texas
Texas City,863,Sharon Dickinson,1,90456,77590,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-11.06622,Central,22794,19.28,Texas
Watauga,146,Yvonne Fox,1,91099,76148,Office Supplies,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-15.82768,Central,23364,31.38,Texas
El Paso,1131,Benjamin Strauss,1,88110,79907,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-134.297,Central,21694,46.05,Texas
Houston,1630,Jimmy Han,1,10147,77095,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-87.492,Central,1399,175.91,Texas
Waco,1142,Russell Chan,1,86580,76706,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-155.526,Central,24985,80.81,Texas
San Antonio,127,Ross Wang Bates,1,88519,78207,Office Supplies,Tuff Stuff™ Recycled Round Ring Binders,Binders and Binder Accessories,7.2505,Central,24599,15.13,Texas
Houston,3106,Alexander O'Brien,1,42658,77041,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,-8.326,Central,6021,222.55,Texas
Plano,3163,Lorraine Lamb,1,87101,75023,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,-2.852,Central,24040,36.7,Texas
Wylie,1372,Thomas Evans,1,91331,75098,Office Supplies,Wilson Jones Easy Flow II™ Sheet Lifters,Binders and Binder Accessories,-59.179,Central,22256,8.1,Texas
Georgetown,1934,Scott Moore,1,86690,78626,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-39.2265,Central,18933,62.59,Texas
Sulphur Springs,1229,Patrick Byrne,1,90384,75482,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-60.145,Central,25810,52.21,Texas
Sugar Land,686,Pamela Levin,1,89741,77478,Office Supplies,Wilson Jones Impact Binders,Binders and Binder Accessories,-136.59654,Central,23928,52.32,Texas
Mcallen,1562,Kristin Snyder,1,88098,78501,Office Supplies,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,-5.1635,Central,22603,189.77,Texas
Waukesha,3230,Monica Stuart,1,87436,53186,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-31.68825,Central,19062,53.89,Wisconsin
Watertown,2221,Jacob Dale,1,91037,53094,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-40.25,Central,20596,74.07,Wisconsin
Milwaukee,2589,Paige Sherman,1,91173,53209,Office Supplies,Avery Poly Binder Pockets,Binders and Binder Accessories,-46.878048,Central,26142,72.02,Wisconsin
West Bend,3361,Oscar Kenney,1,91438,53095,Office Supplies,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-47.99525,Central,23887,95,Wisconsin
La Crosse,2554,Harvey Sanchez,1,86533,54601,Office Supplies,Fellowes Binding Cases,Binders and Binder Accessories,24.854,Central,19151,105.59,Wisconsin
Madison,2555,Karl Knowles,1,86530,53711,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,5864.1375,Central,24022,8498.75,Wisconsin
Wausau,3231,Arthur Fleming,1,87440,54401,Office Supplies,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,-10.2235,Central,22455,159.92,Wisconsin
Kenosha,2553,Virginia McNeill,1,86528,53142,Office Supplies,GBC ProClick Spines for 32-Hole Punch,Binders and Binder Accessories,-20.3205,Central,18130,19.32,Wisconsin
Oshkosh,2977,Juan Gilbert,1,89050,54901,Office Supplies,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,-7.834536,Central,25552,144.21,Wisconsin
Wausau,3358,Shannon McClure,1,91441,54401,Office Supplies,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,5.733900000,Central,22284,369.75,Wisconsin
Sun Prairie,3192,Melanie Ray,1,86452,53590,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,-33.189,Central,23949,69.21,Wisconsin
Kenosha,2451,Erica Holloway,1,90323,53142,Office Supplies,Ibico Laser Imprintable Binding System Covers,Binders and Binder Accessories,419.8926,Central,26211,608.54,Wisconsin
Manitowoc,2587,Eugene H Walsh,1,91168,54220,Office Supplies,Ibico Recycled Linen-Style Covers,Binders and Binder Accessories,112.5459,Central,20856,163.11,Wisconsin
Superior,3229,Sharon Kessler,1,87435,54880,Office Supplies,Large Capacity Hanging Post Binders,Binders and Binder Accessories,261.3858,Central,18940,378.82,Wisconsin
Muskego,2681,Marc Bowles,1,89388,53150,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,496.2687,Central,23009,719.23,Wisconsin
Wauwatosa,3359,Jeffrey Cheng,1,91437,53213,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,107.45462,Central,22597,157.33,Wisconsin
Madison,2555,Karl Knowles,1,86529,53711,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,180.2349,Central,23583,261.21,Wisconsin
Sheboygan,2992,Lindsay Webb,1,91467,53081,Office Supplies,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,-167.417,Central,25745,28.95,Wisconsin
Watertown,2221,Jacob Dale,1,91037,53094,Office Supplies,Storex Dura Pro™ Binders,Binders and Binder Accessories,-37.8005,Central,20597,15.96,Wisconsin
Muskego,2437,Judith Shepherd,1,90302,53150,Office Supplies,Vinyl Sectional Post Binders,Binders and Binder Accessories,177.813,Central,23527,257.7,Wisconsin
Forest Park,314,Ruby Gibbons,1,89167,60130,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,197.1123,Central,19017,285.67,Illinois
Streamwood,49,Terri Lyons,1,87711,60107,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,7.27,Central,21138,15.42,Illinois
Alton,129,Kara Allison,1,86694,62002,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,149.8887,Central,18161,217.23,Illinois
Normal,3134,Kara Wang,1,86805,61761,Office Supplies,Brown Kraft Recycled Envelopes,Envelopes,-58.85968,Central,25087,349.68,Illinois
Skokie,1082,Joy Park,1,88463,60076,Office Supplies,Laser & Ink Jet Business Envelopes,Envelopes,89.079,Central,24291,129.1,Illinois
Saint Charles,1090,Seth Davies,1,90144,60174,Office Supplies,Multimedia Mailers,Envelopes,2318.9106,Central,24129,3360.74,Illinois
Evanston,1770,Samantha Allen,1,89107,60201,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-7.254,Central,21356,147.57,Illinois
Oak Forest,3198,Debbie Tanner,1,90851,60452,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,1.7572,Central,22822,143.42,Illinois
Glenview,2377,Ryan Taylor,1,91323,60025,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,132.9216,Central,21592,192.64,Illinois
Moline,3124,Neil Barbee,1,87292,61265,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,86.1189,Central,24125,124.81,Illinois
Quincy,759,Bernice F Day,1,86640,62301,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,83.8488,Central,24176,121.52,Illinois
Lawrence,1462,Billie Hensley,1,86404,46226,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,81.9375,Central,19712,118.75,Indiana
Granger,1213,Jeremy Pratt,1,88605,46530,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,128.34,Central,24772,186,Indiana
Granger,1213,Jeremy Pratt,1,88604,46530,Office Supplies,Colored Envelopes,Envelopes,-20.27,Central,23702,58.11,Indiana
Schererville,1623,Patrick Adcock,1,87616,46375,Office Supplies,Colored Envelopes,Envelopes,-2.76864,Central,25722,27.11,Indiana
Indianapolis,1432,Kerry Green,1,86827,46203,Office Supplies,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,52.92,Central,18762,165.21,Indiana
Indianapolis,1432,Kerry Green,1,86826,46203,Office Supplies,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,74.2785,Central,19810,107.65,Indiana
Highland,1689,Larry Church,1,91081,46322,Office Supplies,Staples Standard Envelopes,Envelopes,31.0776,Central,23741,45.04,Indiana
Kokomo,1418,Rebecca Lindsey,1,90544,46901,Office Supplies,Staples Standard Envelopes,Envelopes,141.5604,Central,22137,205.16,Indiana
Anderson,594,Charlie Moore,1,86325,46016,Office Supplies,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,5.66,Central,22282,46.03,Indiana
Dubuque,2151,Melinda Rogers,1,90406,52001,Office Supplies,#10 Self-Seal White Envelopes,Envelopes,4.79,Central,25506,64.97,Iowa
Council Bluffs,2103,Chris Williams,1,91189,51503,Office Supplies,Colored Envelopes,Envelopes,10.1232,Central,20831,50.13,Iowa
Waterloo,2916,Ashley Neal,1,86141,50701,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",Envelopes,16.23,Central,22813,103.78,Iowa
Sioux City,2891,Amanda Wright,1,90015,51106,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,1299.694,Central,22894,2210.29,Iowa
Urbandale,2915,Vivian Hunt,1,86140,50322,Office Supplies,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,39.63,Central,21798,60.47,Iowa
Emporia,1938,Franklin Spencer,1,88875,66801,Office Supplies,Airmail Envelopes,Envelopes,-44.18,Central,21141,93.11,Kansas
Pittsburg,1020,Julie Porter,1,88634,66762,Office Supplies,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,8.732,Central,23563,65.14,Kansas
Hutchinson,3042,Tara Gold,1,86112,67501,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,161.895,Central,19791,380.62,Kansas
Garden City,2989,Kurt Perez,1,91183,67846,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,1.804,Central,26313,340.12,Kansas
Emporia,1938,Franklin Spencer,1,88877,66801,Office Supplies,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,349.4091,Central,19356,506.39,Kansas
Dearborn Heights,1974,Robert Brantley,1,89040,48127,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,25.51,Central,18796,46.4,Michigan
Mount Pleasant,2994,Erik Moon,1,88918,48858,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-149.46,Central,18766,93.16,Michigan
Detroit,373,Jeanne Werner,1,26214,48234,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,128.17,Central,3660,1045.75,Michigan
Roseville,3345,Luis Lang Rowe,1,89930,48066,Office Supplies,Ames Color-File® Green Diamond Border X-ray Mailers,Envelopes,862.4586,Central,22471,1249.94,Michigan
Muskegon,2995,Carol T Pitts,1,88916,49442,Office Supplies,Colored Envelopes,Envelopes,-11.39,Central,21896,88.64,Michigan
Eastpointe,2070,Kelly Collins,1,88561,48021,Office Supplies,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,-83.66,Central,18617,73.35,Michigan
Bay City,1427,Stacy Gould,1,90907,48708,Office Supplies,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,16.33,Central,20261,32.1,Michigan
Richfield,250,Brenda Nelson Blanchard,1,87215,55423,Office Supplies,#10 Self-Seal White Envelopes,Envelopes,58.5,Central,18246,204.67,Minnesota
Prior Lake,1704,Marlene Elmore,1,91538,55372,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-134.97,Central,26215,120.38,Minnesota
Saint Cloud,448,Maria B Hanna,1,90452,56301,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,83.904,Central,25793,121.6,Minnesota
Minneapolis,2955,James Levine,1,86430,55407,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,-12.9076,Central,22770,116.11,Minnesota
Minnetonka,2984,Kelly Burnette,1,88778,55345,Office Supplies,Multimedia Mailers,Envelopes,952.2345,Central,22425,1380.05,Minnesota
Roseville,252,Steven McDowell,1,87220,55113,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-4.30752,Central,25935,203.59,Minnesota
Lino Lakes,2457,Yvonne Collier,1,89232,55014,Office Supplies,Staples #10 Colored Envelopes,Envelopes,18.888,Central,25366,43.79,Minnesota
Saint Cloud,448,Maria B Hanna,1,90450,56301,Office Supplies,Staples Standard Envelopes,Envelopes,8.4594,Central,24960,12.26,Minnesota
Savage,636,Gretchen Wiggins,1,89286,55378,Office Supplies,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,11.066,Central,23438,60.68,Minnesota
Kirkwood,2266,Brandon Beach,1,86610,63122,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,171.2649,Central,25997,248.21,Missouri
Creve Coeur,1765,Ralph Woods Scott,1,89786,63141,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,156.5541,Central,22689,226.89,Missouri
Independence,2187,Joanne Spivey,1,89440,64055,Office Supplies,Brown Kraft Recycled Envelopes,Envelopes,-48.57,Central,19008,86.8,Missouri
Clayton,518,Mark Ritchie,1,90868,63105,Office Supplies,Security-Tint Envelopes,Envelopes,48.438,Central,24896,70.2,Missouri
Webster Groves,1807,Sarah McCormick,1,89253,63119,Office Supplies,Staples Standard Envelopes,Envelopes,44.3808,Central,25688,64.32,Missouri
Raytown,674,Albert Frost,1,88178,64133,Office Supplies,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,47.212,Central,22768,135.49,Missouri
La Vista,2874,Marian Willis,1,89878,68128,Office Supplies,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,-71.216,Central,21759,24.55,Nebraska
Kearney,388,Roger Schwartz,1,90351,68847,Office Supplies,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,-0.101200000,Central,21980,22.82,Nebraska
Bellevue,385,Jose High,1,90346,68005,Office Supplies,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,268.1547,Central,19584,388.63,Nebraska
Shawnee,2784,Rebecca Abrams,1,86983,74801,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-72.5652,Central,19706,94.5,Oklahoma
Mustang,877,Christian Branch,1,91384,73064,Office Supplies,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,41.7726,Central,23176,60.54,Oklahoma
Watertown,2305,Pat Kinney,1,89869,57201,Office Supplies,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,800.2551,Central,19934,1159.79,South Dakota
Keller,2427,John Merritt,1,90864,76248,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,90.7005,Central,22148,131.45,Texas
Midland,1752,Stacey Deal,1,91430,79701,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-58.76,Central,22421,47.19,Texas
San Marcos,546,Pam Francis,1,86256,78666,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-86.34,Central,21115,62.74,Texas
Victoria,1141,Nancy Bennett,1,86581,77901,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-130.504,Central,21642,149.42,Texas
El Paso,1131,Benjamin Strauss,1,88103,79907,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,70.1937,Central,19917,101.73,Texas
Mcallen,1562,Kristin Snyder,1,88098,78501,Office Supplies,Ampad #10 Peel & Seel® Holiday Envelopes,Envelopes,-2.18,Central,22604,48.04,Texas
Fort Worth,1234,Vickie Howe Lawrence,1,89378,76106,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,61.27,Central,25514,112.77,Texas
Mineral Wells,514,Meredith Brandon,1,90063,76067,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,112.708,Central,21527,192.52,Texas
La Porte,1585,Claire Barton,1,90942,77571,Office Supplies,Colored Envelopes,Envelopes,-9.14,Central,26187,85.71,Texas
Houston,1999,Priscilla Kane,1,17317,77070,Office Supplies,Grip Seal Envelopes,Envelopes,-20.87,Central,2392,69.32,Texas
Frisco,1744,Leon Doyle,1,91029,75034,Office Supplies,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,-185.472,Central,25639,60.24,Texas
Dallas,667,Allison Kirby,1,27265,75203,Office Supplies,Multimedia Mailers,Envelopes,2254.16,Central,3823,7294.4,Texas
Cloverleaf,2339,Gordon Boswell,1,91482,77015,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,2.806,Central,22526,73.96,Texas
Weatherford,1354,Aaron Dillon,1,91211,76086,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-3.336,Central,20914,161.32,Texas
Weslaco,1357,Marguerite Yu,1,88189,78596,Office Supplies,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Envelopes,54.7124,Central,21057,266.06,Texas
Bryan,915,Carol Sherrill,1,86364,77803,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,118.3419,Central,25831,171.51,Texas
Mansfield,1369,Joe D Dean,1,90514,76063,Office Supplies,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,20.14,Central,26035,110.72,Texas
Keller,2427,John Merritt,1,90866,76248,Office Supplies,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,381.1968,Central,23580,585.55,Texas
Eagle Pass,1127,Ray Grady,1,87228,78852,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,238.35424,Central,22053,438.74,Texas
Sugar Land,686,Pamela Levin,1,89741,77478,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,-6.262,Central,23929,10.83,Texas
Wausau,3358,Shannon McClure,1,91441,54401,Office Supplies,#10 Self-Seal White Envelopes,Envelopes,60.61,Central,22285,228.1,Wisconsin
Appleton,1894,Maureen Herbert Hood,1,91263,54915,Office Supplies,Quality Park Security Envelopes,Envelopes,237.0426,Central,23237,343.54,Wisconsin
Milwaukee,2957,Francis I Davis,1,90266,53209,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,358.4412,Central,19532,551.14,Wisconsin
Stevens Point,3191,Jenny Hawkins,1,86448,54481,Office Supplies,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,172.5644,Central,20303,312.22,Wisconsin
Wilmette,592,Eva Silverman,1,86307,60091,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,-239.8656,Central,19781,285.87,Illinois
Rockford,768,Nathan Lowry Shea,1,86281,61107,Office Supplies,Avery 474,Labels,24.0672,Central,21245,34.88,Illinois
Carbondale,1069,Pam Bennett,1,87116,62901,Office Supplies,Avery 478,Labels,38.64,Central,24736,56,Illinois
Country Club Hills,1503,Leo Riley,1,89198,60478,Office Supplies,Avery 479,Labels,23.0253,Central,26333,33.37,Illinois
Chicago,2107,Leigh Burnette Hurley,1,5217,60601,Office Supplies,Avery 481,Labels,3.264,Central,726,67.34,Illinois
Tinley Park,443,Chris High,1,88088,60477,Office Supplies,Avery 481,Labels,5.58,Central,22202,9.59,Illinois
Oak Forest,159,Gail Welch,1,89374,60452,Office Supplies,Avery 485,Labels,23.6736,Central,26282,47.89,Illinois
Chicago,2107,Leigh Burnette Hurley,1,32806,60601,Office Supplies,Avery 487,Labels,77.3,Central,4608,289.65,Illinois
Waukegan,561,Bruce Morton,1,86353,60087,Office Supplies,Avery 487,Labels,32.9199,Central,19590,47.71,Illinois
Addison,2,Janice Fletcher,1,88525,60101,Office Supplies,Avery 49,Labels,1.32,Central,18606,5.9,Illinois
Chicago,2403,Kara Gregory,1,29090,60699,Office Supplies,Avery 491,Labels,11.368,Central,4080,107.36,Illinois
Urbana,537,Nelson Coley,1,89903,61801,Office Supplies,Avery 491,Labels,32.9337,Central,25453,47.73,Illinois
Gurnee,2378,Edith Norton,1,91325,60031,Office Supplies,Avery 492,Labels,10.51,Central,25318,17.89,Illinois
Joliet,2472,Ricky Sanders,1,86514,60432,Office Supplies,Avery 493,Labels,35.2797,Central,26057,51.13,Illinois
Addison,3211,Jonathan Crabtree,1,91523,60101,Office Supplies,Avery 494,Labels,12.7857,Central,22803,18.53,Illinois
Arlington Heights,130,Norman Owens,1,86695,60004,Office Supplies,Avery 498,Labels,13.4757,Central,25021,19.53,Illinois
Chicago,2107,Leigh Burnette Hurley,1,34849,60601,Office Supplies,Avery 506,Labels,-3.396,Central,4896,19.6,Illinois
Des Plaines,3399,Marvin Reid,1,87551,60016,Office Supplies,Avery 506,Labels,117.2655,Central,26074,169.95,Illinois
Evanston,1770,Samantha Allen,1,89107,60201,Office Supplies,Avery 506,Labels,50.9013,Central,21357,73.77,Illinois
Springfield,48,Geoffrey Hewitt,1,87713,62701,Office Supplies,Avery 506,Labels,60.8097,Central,19337,88.13,Illinois
Mundelein,3132,Anita Kang,1,86797,60060,Office Supplies,Avery 507,Labels,6.0996,Central,21711,8.84,Illinois
Hanover Park,2398,Julian F Wolfe,1,86376,60103,Office Supplies,Avery 51,Labels,43.8978,Central,24603,63.62,Illinois
Chicago,2107,Leigh Burnette Hurley,1,32804,60601,Office Supplies,Avery 510,Labels,74.82,Central,4605,367.46,Illinois
Oak Lawn,221,Colleen Wilcox,1,87232,60453,Office Supplies,Avery 510,Labels,64.8048,Central,18670,93.92,Illinois
Wilmette,592,Eva Silverman,1,86313,60091,Office Supplies,Avery 52,Labels,9.3978,Central,18213,13.62,Illinois
Pekin,573,Vanessa Winstead,1,86558,61554,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,-37.06,Central,24858,97.13,Illinois
Addison,3211,Jonathan Crabtree,1,91522,60101,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,55.0206,Central,22804,79.74,Illinois
Plainfield,642,Jan Cross,1,91338,60544,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,74.106,Central,22347,107.4,Illinois
Springfield,48,Geoffrey Hewitt,1,87714,62701,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,94.8198,Central,18362,137.42,Illinois
Elkhart,866,Joyce Knowles,1,90676,46514,Office Supplies,*Staples* Packaging Labels,Labels,5.9616,Central,22962,8.64,Indiana
Lawrence,1462,Billie Hensley,1,86408,46226,Office Supplies,Avery 493,Labels,52.5573,Central,19561,76.17,Indiana
Fort Wayne,1211,Debra Proctor,1,88598,46806,Office Supplies,Avery 497,Labels,9.0045,Central,18636,13.05,Indiana
Marshalltown,2794,Connie Bunn,1,87554,50158,Office Supplies,Avery 479,Labels,3.5949,Central,18361,5.21,Iowa
Marshalltown,2889,Kimberly Melvin,1,90013,50158,Office Supplies,Avery 492,Labels,26.7513,Central,24705,38.77,Iowa
Council Bluffs,2014,Cathy Simon,1,88367,51503,Office Supplies,Avery 493,Labels,7.2519,Central,18990,10.51,Iowa
Ottumwa,669,Amy Shea,1,88475,52501,Office Supplies,Avery 498,Labels,40.4823,Central,24882,58.67,Iowa
Marion,2330,Kara Foster,1,90970,52302,Office Supplies,Avery 510,Labels,41.9313,Central,25035,60.77,Iowa
Sioux City,2796,Cindy McLeod,1,87561,51106,Office Supplies,Avery 52,Labels,2.28,Central,24659,7.02,Iowa
Marshalltown,2889,Kimberly Melvin,1,90025,50158,Office Supplies,Avery 520,Labels,33.7272,Central,23617,48.88,Iowa
Kansas City,3043,Ruby Horowitz,1,86115,66104,Office Supplies,Avery 487,Labels,29.6907,Central,21042,43.03,Kansas
