Sales,Quantity,Profit,Discount,Region,State,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name,ï»¿Sales
,4,91.968,0,South,Virginia,CA-2017-136126,24-05-2017 00:00:00,24-05-2017 00:00:00,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,23602,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6
,2,195.9944,0,South,Kentucky,CA-2017-109722,05-12-2017 00:00:00,07-12-2017 00:00:00,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,40324,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98
,9,70.1784,0,South,Kentucky,CA-2017-109722,05-12-2017 00:00:00,07-12-2017 00:00:00,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,40324,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82
,4,8.3524,0.2,South,North Carolina,CA-2017-155138,08-09-2017 00:00:00,12-09-2017 00:00:00,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,28110,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168
,3,23.4552,0.2,South,North Carolina,CA-2017-155138,08-09-2017 00:00:00,12-09-2017 00:00:00,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,28110,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,64.704
,1,4.8024,0,South,Virginia,CA-2017-149454,25-07-2017 00:00:00,26-07-2017 00:00:00,First Class,KM-16375,Katherine Murray,Home Office,United States,Arlington,22204,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10.44
,5,19.996,0,South,Georgia,US-2017-169369,12-12-2017 00:00:00,18-12-2017 00:00:00,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,31907,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95
,4,23.0864,0,South,Georgia,US-2017-169369,12-12-2017 00:00:00,18-12-2017 00:00:00,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,31907,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12
,4,-2.6208,0.7,South,Florida,US-2017-158309,26-11-2017 00:00:00,29-11-2017 00:00:00,First Class,PA-19060,Pete Armstrong,Home Office,United States,Miami,33142,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3.744
,10,386.835,0,South,Virginia,CA-2017-113831,30-05-2017 00:00:00,03-06-2017 00:00:00,Standard Class,AH-10690,Anna HÃ¤berlin,Corporate,United States,Springfield,22153,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5
,6,653.301,0,South,Virginia,CA-2017-113831,30-05-2017 00:00:00,03-06-2017 00:00:00,Standard Class,AH-10690,Anna HÃ¤berlin,Corporate,United States,Springfield,22153,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7
,6,29.808,0,South,Virginia,CA-2017-113831,30-05-2017 00:00:00,03-06-2017 00:00:00,Standard Class,AH-10690,Anna HÃ¤berlin,Corporate,United States,Springfield,22153,OFF-LA-10001297,Office Supplies,Labels,Avery 473,62.1
,4,3.3408,0.2,South,North Carolina,CA-2017-123414,21-08-2017 00:00:00,27-08-2017 00:00:00,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,27834,OFF-LA-10004559,Office Supplies,Labels,Avery 49,9.216
,2,3.506,0.2,South,North Carolina,CA-2017-123414,21-08-2017 00:00:00,27-08-2017 00:00:00,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,27834,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048
,9,11.691,0.2,South,North Carolina,CA-2017-154060,02-05-2017 00:00:00,08-05-2017 00:00:00,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,27405,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056
,8,41.0216,0,South,Louisiana,US-2017-101616,03-09-2017 00:00:00,06-09-2017 00:00:00,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,71203,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28
,4,8.6016,0,South,Georgia,CA-2017-150000,08-04-2017 00:00:00,14-04-2017 00:00:00,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,30080,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92
,4,527.984,0,South,Alabama,US-2017-138408,18-11-2017 00:00:00,21-11-2017 00:00:00,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,35810,TEC-AC-10003870,Technology,Accessories,LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,1319.96
,6,75.5748,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94
,3,5.1015,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85
,3,129.348,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37
,3,28.1718,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94
,3,30.7872,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14
,3,5.6016,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67
,2,6.2208,0,South,Arkansas,US-2017-167472,06-06-2017 00:00:00,07-06-2017 00:00:00,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,72209,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,12.96
,2,1.068,0.2,South,North Carolina,CA-2017-134516,20-09-2017 00:00:00,25-09-2017 00:00:00,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,27405,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088
,1,-11.0691,0.2,South,North Carolina,CA-2017-134516,20-09-2017 00:00:00,25-09-2017 00:00:00,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,27405,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392
,4,3.0976,0,South,Georgia,CA-2017-127985,01-04-2017 00:00:00,05-04-2017 00:00:00,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,31907,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04
,2,31.198,0.2,South,North Carolina,CA-2017-113733,08-12-2017 00:00:00,12-12-2017 00:00:00,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,27834,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584
,3,17.8794,0.2,South,North Carolina,CA-2017-113733,08-12-2017 00:00:00,12-12-2017 00:00:00,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,27834,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112
,3,-2.484,0.2,South,North Carolina,CA-2017-113733,08-12-2017 00:00:00,12-12-2017 00:00:00,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,27834,TEC-AC-10004877,Technology,Accessories,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,16.56
,4,225.264,0,South,Kentucky,CA-2017-118514,03-02-2017 00:00:00,10-02-2017 00:00:00,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,40475,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4
,3,4.1148,0.2,South,Tennessee,CA-2017-149783,04-09-2017 00:00:00,07-09-2017 00:00:00,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,37918,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192
,2,8.7168,0.2,South,Tennessee,CA-2017-149783,04-09-2017 00:00:00,07-09-2017 00:00:00,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,37918,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168
,2,8.3328,0.2,South,Tennessee,CA-2017-149783,04-09-2017 00:00:00,07-09-2017 00:00:00,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,37918,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744
,4,-18.1808,0.2,South,Tennessee,CA-2017-125017,06-02-2017 00:00:00,11-02-2017 00:00:00,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,37421,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224
,3,2.0358,0.2,South,North Carolina,CA-2017-142895,21-07-2017 00:00:00,26-07-2017 00:00:00,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,28027,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264
,5,0,0.2,South,North Carolina,CA-2017-142895,21-07-2017 00:00:00,26-07-2017 00:00:00,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,28027,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",363.92
,2,53.8608,0,South,Arkansas,CA-2017-101525,01-05-2017 00:00:00,04-05-2017 00:00:00,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,72209,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92
,3,9.3312,0,South,Arkansas,CA-2017-101525,01-05-2017 00:00:00,04-05-2017 00:00:00,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,72209,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,19.44
,2,4.3524,0,South,Arkansas,CA-2017-101525,01-05-2017 00:00:00,04-05-2017 00:00:00,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,72209,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16
,5,-67.851,0.2,South,North Carolina,CA-2017-135636,08-10-2017 00:00:00,13-10-2017 00:00:00,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Charlotte,28205,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72
,6,76.0878,0,South,Mississippi,CA-2017-163776,19-07-2017 00:00:00,25-07-2017 00:00:00,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,39401,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58
,2,35.6776,0,South,Mississippi,CA-2017-163776,19-07-2017 00:00:00,25-07-2017 00:00:00,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,39401,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56
,4,0.8792,0,South,Mississippi,CA-2017-163776,19-07-2017 00:00:00,25-07-2017 00:00:00,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,39401,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
,6,120.5106,0,South,Mississippi,CA-2017-163776,19-07-2017 00:00:00,25-07-2017 00:00:00,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,39401,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94
,1,4.042,0,South,Mississippi,CA-2017-163776,19-07-2017 00:00:00,25-07-2017 00:00:00,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,39401,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6
,5,126.225,0,South,Mississippi,CA-2017-163776,19-07-2017 00:00:00,25-07-2017 00:00:00,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,39401,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9
,2,4.6818,0,South,Louisiana,US-2017-156692,13-08-2017 00:00:00,13-08-2017 00:00:00,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,70065,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,17.34
,2,15.1158,0,South,Louisiana,US-2017-156692,13-08-2017 00:00:00,13-08-2017 00:00:00,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,70065,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
,2,6.006,0.2,South,North Carolina,CA-2017-157364,19-11-2017 00:00:00,21-11-2017 00:00:00,First Class,LT-17110,Liz Thompson,Consumer,United States,Jacksonville,28540,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48
,3,16.614,0,South,Kentucky,CA-2017-131205,04-09-2017 00:00:00,08-09-2017 00:00:00,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,40324,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6
,6,54.6912,0,South,Kentucky,CA-2017-131205,04-09-2017 00:00:00,08-09-2017 00:00:00,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,40324,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94
,4,5.1968,0,South,Kentucky,CA-2017-131205,04-09-2017 00:00:00,08-09-2017 00:00:00,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,40324,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92
,3,2.5344,0,South,Kentucky,CA-2017-131205,04-09-2017 00:00:00,08-09-2017 00:00:00,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,40324,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28
,6,11.2224,0.2,South,Florida,US-2017-142251,31-10-2017 00:00:00,04-11-2017 00:00:00,Second Class,FO-14305,Frank Olsen,Consumer,United States,Hollywood,33021,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,32.064
,5,88.725,0,South,Georgia,US-2017-106600,08-04-2017 00:00:00,11-04-2017 00:00:00,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,31907,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9
,3,17.9982,0.2,South,Tennessee,CA-2017-121020,24-10-2017 00:00:00,31-10-2017 00:00:00,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Lebanon,37087,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,239.976
,2,6.3744,0,South,Kentucky,US-2017-155404,22-09-2017 00:00:00,28-09-2017 00:00:00,Standard Class,AS-10630,Ann Steele,Home Office,United States,Louisville,40214,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28
,3,87.18,0.2,South,Tennessee,CA-2017-113292,18-03-2017 00:00:00,20-03-2017 00:00:00,Second Class,DB-13060,Dave Brooks,Consumer,United States,Columbia,38401,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8
,2,10.8588,0.2,South,Florida,CA-2017-113845,20-11-2017 00:00:00,25-11-2017 00:00:00,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,32839,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568
,5,4.4685,0.2,South,Florida,CA-2017-113845,20-11-2017 00:00:00,25-11-2017 00:00:00,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,32839,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,39.72
,4,24.4768,0.2,South,Florida,CA-2017-113845,20-11-2017 00:00:00,25-11-2017 00:00:00,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,32839,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768
,7,58.464,0.2,South,Florida,CA-2017-112277,10-09-2017 00:00:00,15-09-2017 00:00:00,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Fort Lauderdale,33311,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,519.68
,6,14.4,0,South,Arkansas,CA-2017-134789,08-04-2017 00:00:00,15-04-2017 00:00:00,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,71901,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,30
,4,12.7008,0,South,Arkansas,CA-2017-134789,08-04-2017 00:00:00,15-04-2017 00:00:00,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,71901,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,25.92
,4,31.984,0,South,Arkansas,CA-2017-134789,08-04-2017 00:00:00,15-04-2017 00:00:00,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,71901,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,159.92
,3,3.0576,0.2,South,North Carolina,CA-2017-130442,16-12-2017 00:00:00,19-12-2017 00:00:00,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Goldsboro,27534,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,34.944
,6,8.2056,0.2,South,Florida,CA-2017-165827,04-11-2017 00:00:00,09-11-2017 00:00:00,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Miami,33180,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,50.496
,3,1.656,0,South,Virginia,CA-2017-123946,12-09-2017 00:00:00,17-09-2017 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,22153,TEC-AC-10004877,Technology,Accessories,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,20.7
,3,5.2164,0,South,Virginia,CA-2017-123946,12-09-2017 00:00:00,17-09-2017 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,22153,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34
,5,0.679,0,South,Virginia,CA-2017-123946,12-09-2017 00:00:00,17-09-2017 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,22153,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",67.9
,4,307.1448,0,South,Virginia,CA-2017-123946,12-09-2017 00:00:00,17-09-2017 00:00:00,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,22153,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1059.12
,2,11.7782,0,South,Virginia,US-2017-121013,05-09-2017 00:00:00,10-09-2017 00:00:00,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,23320,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06
,3,314.0586,0,South,Virginia,US-2017-121013,05-09-2017 00:00:00,10-09-2017 00:00:00,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,23320,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652.94
,5,17.108,0,South,Georgia,CA-2017-157588,14-07-2017 00:00:00,19-07-2017 00:00:00,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,31907,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4
,1,15.525,0,South,Georgia,CA-2017-157588,14-07-2017 00:00:00,19-07-2017 00:00:00,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,31907,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75
,5,4.794,0,South,South Carolina,CA-2017-157161,16-07-2017 00:00:00,20-07-2017 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,29203,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,10.2
,3,5.58,0,South,South Carolina,CA-2017-157161,16-07-2017 00:00:00,20-07-2017 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,29203,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32
,5,11.086,0,South,South Carolina,CA-2017-157161,16-07-2017 00:00:00,20-07-2017 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,29203,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1
,2,18.2352,0,South,South Carolina,CA-2017-157161,16-07-2017 00:00:00,20-07-2017 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,29203,TEC-AC-10000358,Technology,Accessories,ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB,75.98
,2,3.1654,0,South,South Carolina,CA-2017-157161,16-07-2017 00:00:00,20-07-2017 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,29203,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46
,9,28.8576,0,South,South Carolina,CA-2017-157161,16-07-2017 00:00:00,20-07-2017 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,29203,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12
,2,17.994,0,South,Arkansas,US-2017-119298,25-11-2017 00:00:00,28-11-2017 00:00:00,First Class,EP-13915,Emily Phan,Consumer,United States,Jonesboro,72401,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98
,3,5.4432,0.2,South,Tennessee,CA-2017-119515,14-08-2017 00:00:00,16-08-2017 00:00:00,First Class,TR-21325,Toby Ritter,Consumer,United States,Nashville,37211,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,15.552
,7,-17.5651,0.7,South,North Carolina,CA-2017-106950,02-09-2017 00:00:00,06-09-2017 00:00:00,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,28205,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911
,9,34.8138,0.2,South,North Carolina,CA-2017-106950,02-09-2017 00:00:00,06-09-2017 00:00:00,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,28205,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456
,4,3.4048,0.2,South,North Carolina,CA-2017-106950,02-09-2017 00:00:00,06-09-2017 00:00:00,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,28205,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456
,3,-149.6307,0.4,South,North Carolina,CA-2017-106950,02-09-2017 00:00:00,06-09-2017 00:00:00,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,28205,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.518
,3,303.804,0.2,South,North Carolina,CA-2017-106950,02-09-2017 00:00:00,06-09-2017 00:00:00,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,28205,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68
,5,-12.628,0.7,South,North Carolina,CA-2017-106950,02-09-2017 00:00:00,06-09-2017 00:00:00,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,28205,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22
,3,8.7906,0,South,Georgia,CA-2017-123176,27-09-2017 00:00:00,29-09-2017 00:00:00,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,30318,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,17.94
,3,4.5837,0,South,Georgia,CA-2017-123176,27-09-2017 00:00:00,29-09-2017 00:00:00,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,30318,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89
,4,8.3524,0.2,South,Tennessee,CA-2017-166282,16-04-2017 00:00:00,22-04-2017 00:00:00,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,37211,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168
,7,40.0036,0.2,South,Tennessee,CA-2017-166282,16-04-2017 00:00:00,22-04-2017 00:00:00,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,37211,OFF-PA-10003022,Office Supplies,Paper,"Standard Line ""While You Were Out"" Hardbound Telephone Message Book",123.088
,4,-4.49,0.7,South,Florida,CA-2017-116918,01-10-2017 00:00:00,06-10-2017 00:00:00,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,33012,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.388
,8,5.0336,0.2,South,Florida,CA-2017-116918,01-10-2017 00:00:00,06-10-2017 00:00:00,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,33012,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.976
,6,175.5156,0,South,Georgia,CA-2017-110492,12-02-2017 00:00:00,14-02-2017 00:00:00,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,30318,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12
,4,7.4824,0,South,Georgia,CA-2017-110492,12-02-2017 00:00:00,14-02-2017 00:00:00,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,30318,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92
,1,14.595,0.2,South,Florida,CA-2017-104276,27-11-2017 00:00:00,03-12-2017 00:00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,33311,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,116.76
,7,-114.3534,0.45,South,Florida,CA-2017-104276,27-11-2017 00:00:00,03-12-2017 00:00:00,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,33311,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,331.023
,4,3.3408,0.2,South,Florida,CA-2017-116764,27-08-2017 00:00:00,02-09-2017 00:00:00,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Hollywood,33021,OFF-LA-10002473,Office Supplies,Labels,Avery 484,9.216
,2,32.4684,0.2,South,North Carolina,CA-2017-133368,14-01-2017 00:00:00,20-01-2017 00:00:00,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,28027,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568
